Average Reward,Episode Num
-3583.0788043705807,236
-3573.48603628499,237
-3577.2642653399457,238
-3567.7756642343625,239
-3573.363903785483,240
-3563.9698380673617,241
-3556.443111951922,242
-3547.1953942799882,243
-3539.811215946863,244
-3530.7062923048024,245
-3521.675092740815,246
-3512.7167254313767,247
-3503.830312879443,248
-3496.7672784385827,249
-3488.0152175683093,250
-3479.3326174985937,251
-3476.5639353377182,252
-3469.7194777287677,253
-3461.2107738945374,254
-3452.7685443090118,255
-3446.096572162534,256
-3437.778368394462,257
-3432.907121426331,258
-3424.703632497768,259
-3418.625287365153,260
-3417.4501371300175,261
-3411.052894753157,262
-3403.056482273031,263
-3397.1515731055297,264
-3389.267544635208,265
-3381.442572557923,266
-3373.6759957946474,267
-3365.9671630965263,268
-3371.7026232185926,269
-3366.044146944299,270
-3360.047570639414,271
-3352.5016088422,272
-3358.20253772739,273
-3352.3250788021674,274
-3344.8891183717246,275
-3342.845677622358,276
-3337.08688501685,277
-3329.7854983322018,278
-3322.5362644095867,279
-3315.3386264579512,280
-3308.192035583987,281
-3302.6329661720847,282
-3295.5814416433095,283
-3288.579401497193,284
-3281.626326666783,285
-3274.721705319512,286
-3267.865032731597,287
-3262.9182871265916,288
-3259.739321791499,289
-3254.510223443983,290
-3247.816695281503,291
-3241.1688567310543,292
-3234.5662415721054,293
-3228.0083899057595,294
-3221.4948480479698,295
-3215.025168424913,296
-3208.598909470467,297
-3202.2156355257493,298
-3195.8749167406636,299
-3189.576328977406,300
-3183.3194537158915,301
-3177.1038779610535,302
-3172.370189881656,303
-3176.6459688670257,304
-3211.369773961721,305
-3205.1438137859495,306
-3200.369256079616,307
-3194.2191937622065,308
-3189.5106803637323,309
-3183.435083320762,310
-3177.3984324126827,311
-3182.9385490112722,312
-3176.941929428434,313
-3170.983383620725,314
-3165.0625501282543,315
-3159.1790720521403,316
-3153.3325969827943,317
-3147.5227769295566,318
-3141.7492682516518,319
-3136.0117315904317,320
-3131.6703029291702,321
-3125.9994970377484,322
-3120.363696120965,323
-3114.7625770559775,324
-3109.1958206846402,325
-3103.6631117528827,326
-3117.5329362927787,327
-3113.644555188196,328
-3110.957318512072,329
-3106.809627829752,330
-3111.864295939801,331
-3106.42326201806,332
-3102.6263527092788,333
-3097.245378522087,334
-3091.8964339431523,335
-3087.869962008649,336
-3091.9782839566096,337
-3086.6922123225195,338
-3082.72568141176,339
-3078.782388216489,340
-3073.5812701222885,341
-3068.4104792472963,342
-3063.2697511099495,343
-3067.3660207601215,344
-3062.2580264804683,345
-3057.1794730900347,346
-3052.1301067880518,347
-3047.1096766826417,348
-3042.117934749263,349
-3037.1546357898633,350
-3039.555082535179,351
-3037.439850782902,352
-3041.5049438044734,353
-3036.5992960754465,354
-3032.9517213724944,355
-3028.0975148700504,356
-3024.773933970651,357
-3019.9695497534626,358
-3015.191856559703,359
-3010.4406325803134,360
-3005.715658457163,361
-3001.016717249292,362
-2997.822318446094,363
-2993.170750450351,364
-2988.544600858957,365
-2983.9436618920386,366
-2980.8303789871284,367
-2976.2752831091148,368
-2978.127963127298,369
-2973.604707161995,370
-2969.105769777151,371
-2964.6309553809656,372
-2960.1800704735297,373
-2958.081086130881,374
-2953.6712960081927,375
-2950.446870028925,376
-2954.484002066995,377
-2950.1186089216994,378
-2950.313954974766,379
-2947.1322167797252,380
-2943.9579964222794,381
-2939.6656778937618,382
-2936.528463607621,383
-2932.2777403255227,384
-2930.3276027544302,385
-2970.704915678484,386
-2967.593442606526,387
-2967.2153520904308,388
-2964.12878288958,389
-2959.8726990458727,390
-2955.6383299156537,391
-2951.4255097377513,392
-2947.2340744338485,393
-2951.1055901452037,394
-2946.936131584231,395
-2943.8911330227197,396
-2939.760753291507,397
-2943.6121869434564,398
-2945.8252771302386,399
-2942.813422829825,400
-2938.726822275522,401
-2934.66050261727,402
-2930.6143132543557,403
-2951.612870725458,404
-2955.3687079414526,405
-2951.3014629587956,406
-2947.2541554515437,407
-2952.0566023276306,408
-2953.517159009331,409
-2950.552337191828,410
-2947.852587715355,411
-2943.862629875851,412
-2939.891947194991,413
-2935.9404003342806,414
-2933.0608866359394,415
-2929.144673478539,416
-2925.247198183136,417
-2924.556953367988,418
-2921.7319884853605,419
-2919.1584102535307,420
-2916.359605257253,421
-2912.5384241573543,422
-2908.735267496606,423
-2904.9500080436724,424
-2901.18251976188,425
-2897.4326777952247,426
-2893.7003584545814,427
-2889.9854392041043,428
-2886.287798647816,429
-2882.6073165163825,430
-2878.943873654076,431
-2876.3090441579334,432
-2879.9960804166003,433
-2877.802837252024,434
-2874.1840234051156,435
-2871.5842240441525,436
-2868.996295913148,437
-2866.6483671135397,438
-2863.0878026428272,439
-2859.543385856789,440
-2857.0061196052225,441
-2860.6618231285047,442
-2857.1468190223595,443
-2854.624197047557,444
-2853.472614408324,445
-2852.344938333464,446
-2848.879882667541,447
-2846.629048970921,448
-2844.388218979619,449
-2840.963854857713,450
-2837.5546427894437,451
-2841.1725856981193,452
-2841.641265055102,453
-2844.842058203515,454
-2842.4705366417393,455
-2839.095327590007,456
-2835.7348574424304,457
-2832.389029866303,458
-2829.0577493665937,459
-2826.684468764965,460
-2823.3799569278112,461
-2820.0897194398462,462
-2816.813664010019,463
-2813.55169914118,464
-2810.303734121564,465
-2807.0696790163784,466
-2803.849444659506,467
-2801.5695525391984,468
-2798.374723704009,469
-2795.193461020985,470
-2792.953777209128,471
-2789.7974267287705,472
-2786.654394182929,473
-2791.1341562921325,474
-2788.001521510006,475
-2787.982634154405,476
-2784.8696997733286,477
-2782.677853619346,478
-2781.407789538222,479
-2784.931853968328,480
-2782.81260398864,481
-2781.938093532414,482
-2778.8762379672644,483
-2775.827008610631,484
-2772.7903275229546,485
-2770.6592906943974,486
-2767.6456446069087,487
-2764.6443242702894,488
-2761.6552542207583,489
-2758.6783596093105,490
-2755.713566195471,491
-2753.8525965944355,492
-2751.999161283283,493
-2749.0658296443266,494
-2746.1443259555276,495
-2743.2345788208086,496
-2742.997912746532,497
-2740.1061333622706,498
-2737.225921095546,499
-2735.4315690631897,500
-2738.899798567883,501
-2794.136253706907,502
-2794.077218290078,503
-2799.5358968602673,504
-2800.2333549755126,505
-2797.2743148276318,506
-2794.326924444113,507
-2793.11970099807,508
-2790.1920153098386,509
-2787.275788274007,510
-2784.3709527500346,511
-2781.477442120892,512
-2778.5951902879724,513
-2775.724131666054,514
-2772.864201178329,515
-2770.8626682991912,516
-2768.0231650785367,517
-2765.1946040668245,518
-2763.4120289683983,519
-2760.603176705503,520
-2758.6383725202736,521
-2756.6810819265743,522
-2753.9011561977068,523
-2752.157069334254,524
-2749.3963144495883,525
-2746.6460368130615,526
-2743.906176894855,527
-2741.1766756152806,528
-2740.950207846819,529
-2738.2365539714015,530
-2737.1869386247786,531
-2734.490527858128,532
-2732.6245581464545,533
-2732.9759455677677,534
-2730.302482982753,535
-2727.6389774278505,536
-2724.985373380587,537
-2722.34161573053,538
-2720.525985577864,539
-2717.9002443845593,540
-2716.900711113299,541
-2714.2913175385047,542
-2711.691517322441,543
-2709.101257657629,544
-2706.520486123458,545
-2703.949150682647,546
-2702.180228948254,547
-2705.412109734176,548
-2702.8568149892044,549
-2700.310795361275,550
-2697.774000442142,551
-2695.246380188178,552
-2692.7278849170802,553
-2690.218465304617,554
-2687.7180723814076,555
-2685.2266575297353,556
-2682.744172480399,557
-2681.2334593863106,558
-2678.766971065978,559
-2676.309275930388,560
-2673.860327040832,561
-2671.420077792092,562
-2670.8686664017355,563
-2672.457924824666,564
-2670.801595261399,565
-2668.3839557635833,566
-2665.974829080901,567
-2663.5741703303197,568
-2661.9450496666095,569
-2659.5598569351446,570
-2657.948847922713,571
-2655.578954645361,572
-2653.2173188358743,573
-2650.863897411812,574
-2648.5186475899163,575
-2646.181526883521,576
-2644.610402620166,577
-2642.288104860891,578
-2639.973815024924,579
-2637.667491763263,580
-2635.369094011093,581
-2633.8240012944966,582
-2631.5400560868,583
-2629.2639192387883,584
-2626.9955507759237,585
-2624.734910996067,586
-2622.481960467162,587
-2620.2366600249425,588
-2617.998970770663,589
-2615.7688540688514,590
-2613.5462715450863,591
-2611.331185083796,592
-2609.123556826079,593
-2612.261975689261,594
-2610.060193850856,595
-2607.8657881660138,596
-2606.405444105929,597
-2604.224466736804,598
-2602.7757182789355,599
-2600.608038215243,600
-2598.447559746447,601
-2596.294247043717,602
-2594.8733487914333,603
-2592.7330622645054,604
-2590.5998393894815,605
-2589.189592603396,606
-2587.0692149839824,607
-2584.955800837867,608
-2583.561742213929,609
-2581.460986498358,610
-2579.367095997544,611
-2577.9946581603936,612
-2581.0866583595125,613
-2580.8578963957275,614
-2578.7785816288515,615
-2577.5783822305634,616
-2576.929207016412,617
-2574.8663165365797,618
-2573.5110160909326,619
-2571.4602737139744,620
-2574.523010863018,621
-2573.7582126364077,622
-2572.459667912092,623
-2570.4237324434325,624
-2569.0940966131143,625
-2567.070023093795,626
-2565.0523956684865,627
-2563.041183592702,628
-2561.036356317158,629
-2559.0378834862277,630
-2562.0718152851723,631
-2590.778587107361,632
-2588.7426587365294,633
-2586.7131427385193,634
-2584.6900088662887,635
-2583.355456325267,636
-2581.3439273968575,637
-2579.3386943336386,638
-2577.339727623742,639
-2575.3469979394613,640
-2573.3604761358174,641
-2571.3801332491366,642
-2569.405940495644,643
-2567.437869270069,644
-2566.1540207149515,645
-2564.1970593228107,646
-2564.2792129702966,647
-2563.006165959039,648
-2561.0630795498714,649
-2559.1259626842034,650
-2558.5385385139034,651
-2558.9072876332593,652
-2560.59363106299,653
-2558.669060633886,654
-2558.0857333029876,655
-2556.837614534892,656
-2554.9275269748086,657
-2579.2088929496012,658
-2579.4283045014495,659
-2577.492709487075,660
-2577.541971751325,661
-2575.6150607833747,662
-2575.92135173534,663
-2577.8616352386825,664
-2577.441897935944,665
-2575.5266926916624,666
-2574.422993380575,667
-2573.3225936189974,668
-2575.3480416849216,669
-2573.447373962589,670
-2581.006180788298,671
-2580.288569398843,672
-2578.3890314620494,673
-2576.4951217858093,674
-2574.606815392635,675
-2572.724087452616,676
-2571.4930234620138,677
-2569.62042696207,678
-2568.3975611910437,679
-2591.874727333734,680
-2589.9804828655024,681
-2588.091785233196,682
-2591.4885149737484,683
-2589.603130280356,684
-2588.3618308231894,685
-2586.486486091278,686
-2584.61659294289,687
-2582.752127641086,688
-2580.8930665865337,689
-2579.03938631651,690
-2577.191063503914,691
-2579.9317441921035,692
-2578.0874621399535,693
-2576.248487374284,694
-2575.039193628395,695
-2573.2098691038204,696
-2571.385786196795,697
-2569.5669224111057,698
-2572.291087922546,699
-2572.856335652192,700
-2576.0409927148003,701
-2574.225856167553,702
-2574.2922776416663,703
-2572.4847708648695,704
-2570.682384503871,705
-2568.8850968313054,706
-2567.092886242561,707
-2565.3057312549126,708
-2564.2817169191803,709
-2562.503542915075,710
-2561.3407290068167,711
-2559.571667675811,712
-2562.256417133435,713
-2560.491023543039,714
-2559.3423806356104,715
-2557.5859756416976,716
-2560.2585338656218,717
-2559.7949373085444,718
-2558.6493546067486,719
-2557.506949665568,720
-2556.371985333378,721
-2554.634264745088,722
-2552.901344489915,723
-2551.1732047044115,724
-2550.048420731314,725
-2548.328959354792,726
-2546.614221773261,727
-2545.505109950066,728
-2543.798938566573,729
-2542.696712525667,730
-2540.9990394211236,731
-2539.8988770757132,732
-2542.5372747641923,733
-2545.1684931392333,734
-2544.561000235083,735
-2547.182332365591,736
-2546.340534223938,737
-2544.654011173567,738
-2544.7379949780193,739
-2543.6493643529807,740
-2541.973287042532,741
-2540.8871525943127,742
-2539.803937862352,743
-2538.139771502805,744
-2536.4800667152676,745
-2534.8248055817803,746
-2533.1739702802006,747
-2533.501983712132,748
-2531.8573144005163,749
-2530.217025033805,750
-2529.2968635016923,751
-2528.8278682053137,752
-2527.1981230220176,753
-2525.572695044505,754
-2523.951567141007,755
-2522.334722270279,756
-2524.912754009262,757
-2524.801354464452,758
-2527.3693563407082,759
-2525.75651881595,760
-2524.1479144605487,761
-2522.5435266303252,762
-2525.1010387426145,763
-2523.4995994762844,764
-2521.9023415135216,765
-2520.309248499814,766
-2519.861434504222,767
-2518.27513875064,768
-2520.8182655580017,769
-2519.234843683089,770
-2517.6555239373856,771
-2520.189582483934,772
-2518.613110155143,773
-2521.1393936006452,774
-2519.565760361469,775
-2517.9961776583013,776
-2516.430629872108,777
-2514.8691014640563,778
-2513.3115769749998,779
-2511.7580410249675,780
-2510.2084783126593,781
-2510.5777289322514,782
-2509.6247641807545,783
-2508.083840914282,784
-2507.0997393867005,785
-2506.2498738384143,786
-2504.7190998868427,787
-2503.192206224122,788
-2501.6691781149775,789
-2500.7038096240917,790
-2499.187769460425,791
-2501.681205792025,792
-2500.7514161449744,793
-2500.3392268692955,794
-2498.8312630164446,795
-2497.327083263601,796
-2495.8266733848245,797
-2494.330019225394,798
-2493.509926142469,799
-2492.6918807326592,800
-2495.1654354704233,801
-2496.7393554355967,802
-2495.250873650229,803
-2493.7660899562534,804
-2492.284990589062,805
-2491.350401632526,806
-2490.418126014991,807
-2492.873088504984,808
-2491.972570326285,809
-2490.50281376608,810
-2489.036677295925,811
-2487.5741475575537,812
-2486.6533718256946,813
-2485.1973554185465,814
-2487.637656184479,815
-2486.1839993225644,816
-2484.733896633906,817
-2483.2873350995546,818
-2482.37852457117,819
-2480.9383558445306,820
-2480.0308583216242,821
-2478.5970419688642,822
-2477.1667057528825,823
-2479.5901191767207,824
-2478.1620439719063,825
-2477.2671233647143,826
-2475.845303167414,827
-2474.426913175656,828
-2473.6604416572336,829
-2473.2986927439038,830
-2471.8884779689715,831
-2471.0075454656044,832
-2469.6034596796744,833
-2468.202736973471,834
-2466.805365278527,835
-2465.4113325840485,836
-2467.811179180511,837
-2466.41927074287,838
-2466.066332068214,839
-2464.6798084866823,840
-2464.341112745004,841
-2462.9599251854015,842
-2462.219754128174,843
-2471.042926373403,844
-2470.7030804684173,845
-2469.320904458419,846
-2468.458571672294,847
-2467.082295380572,848
-2465.7092573860064,849
-2464.339446272744,850
-2465.645187002399,851
-2464.2786627503447,852
-2462.915338789279,853
-2461.55520389011,854
-2460.1982468762194,855
-2463.06212452987,856
-2461.70657426818,857
-2462.0757820173403,858
-2461.233906342697,859
-2460.393986244534,860
-2462.7328363537854,861
-2461.3855213638044,862
-2460.544768899281,863
-2459.203098646218,864
-2457.8645269387744,865
-2456.5290430553387,866
-2455.1966363237084,867
-2453.867296120804,868
-2452.5410118723894,869
-2453.8854892201616,870
-2460.3924267787065,871
-2459.063225831652,872
-2457.7370665343615,873
-2456.4139384583223,874
-2455.0938312226394,875
-2453.776734493765,876
-2452.961580698971,877
-2451.6499065457297,878
-2450.3412134701093,879
-2449.6464510857904,880
-2448.8361664383187,881
-2447.535106227177,882
-2446.2369895911734,883
-2445.433304170184,884
-2444.140490057125,885
-2442.8505909702512,886
-2443.2291288778165,887
-2441.943156854332,888
-2440.660074655619,889
-2439.3798725516285,890
-2438.1025408559426,891
-2436.828069925533,892
-2439.1095628902913,893
-2437.83681477533,894
-2436.5669076159825,895
-2435.7881961268054,896
-2434.523398581007,897
-2433.2614148228527,898
-2432.600297198477,899
-2431.8294552511584,900
-2430.574655411634,901
-2432.840334398353,902
-2432.279598745065,903
-2431.0284610668937,904
-2430.2597542006333,905
-2429.0136023216915,906
-2429.3990413641654,907
-2429.206920275316,908
-2427.9660335497388,909
-2426.727871054075,910
-2426.0826163192405,911
-2428.328399631508,912
-2434.0446328494586,913
-2432.805239808093,914
-2431.5685528650715,915
-2430.3345631672905,916
-2429.1032619002235,917
-2427.87464028771,918
-2426.648689591745,919
-2425.4254011122753,920
-2426.6286010216772,921
-2425.991143764758,922
-2428.6843959072035,923
-2427.464196560277,924
-2426.2466326331055,925
-2425.031695596824,926
-2423.8193769593277,927
-2426.0289177596073,928
-2424.81813397707,929
-2423.609951233808,930
-2422.4043611573766,931
-2421.2013554112273,932
-2420.000925694513,933
-2419.7440703617576,934
-2418.547762594277,935
-2417.354008311893,936
-2416.162799347808,937
-2415.547349671064,938
-2414.3605971714137,939
-2413.641895901119,940
-2413.031082373501,941
-2412.3120413444894,942
-2411.1337446905227,943
-2409.9579417860887,944
-2409.247702632683,945
-2408.0763745412014,946
-2408.4973606678204,947
-2408.2560827723682,948
-2407.0894974220814,949
-2409.26551559558,950
-2408.587155079895,951
-2407.423894686317,952
-2406.2630729937737,953
-2405.1046823414244,954
-2404.4069396839795,955
-2403.252909443975,956
-2402.1012884529064,957
-2404.2643557020892,958
-2421.089442523611,959
-2419.922856215054,960
-2418.7586952418574,961
-2417.5969520484596,962
-2416.43761911065,963
-2415.734639921752,964
-2415.0295109365693,965
-2413.8764297463554,966
-2412.725730955295,967
-2414.8555111921,968
-2413.7061756135517,969
-2413.4650105155615,970
-2412.77016143341,971
-2411.626512757733,972
-2410.4852124366266,973
-2409.7919763625737,974
-2408.6548944195793,975
-2407.520140177594,976
-2407.2870263997693,977
-2406.603446905821,978
-2405.9181121559327,979
-2404.790774630799,980
-2403.665733108772,981
-2402.5429805827207,982
-2401.422510073998,983
-2400.304314632299,984
-2400.0738306364037,985
-2398.9592674847963,986
-2398.2903529455043,987
-2397.1798470274603,988
-2397.131585978893,989
-2396.024490533909,990
-2394.9196271361934,991
-2393.816989042401,992
-2393.153772796116,993
-2392.4918896478134,994
-2391.8348412673076,995
-2390.739721065435,996
-2389.646795493225,997
-2388.556057960199,998
-2387.4675019022384,999
-2389.5544302524054,1000
-2389.091736513457,1001
-2389.500614769904,1002
-2388.84869721736,1003
-2387.76526567784,1004
-2386.683988077763,1005
-2385.6048580002275,1006
-2384.527869053799,1007
-2383.9864693350987,1008
-2386.0582478609244,1009
-2384.9840062705575,1010
-2383.9118876872863,1011
-2383.2712791032077,1012
-2382.2029642322973,1013
-2381.1367544153195,1014
-2381.1163767578946,1015
-2380.053332139647,1016
-2378.992376017702,1017
-2377.933502243396,1018
-2386.8130118339704,1019
-2386.1776050660865,1020
-2385.1148089750236,1021
-2384.0540906866804,1022
-2386.0974780789975,1023
-2385.4652490289927,1024
-2384.4072906966057,1025
-2383.351392653084,1026
-2382.297548885912,1027
-2381.6752007658006,1028
-2380.6250306679694,1029
-2379.5768977575253,1030
-2378.5307961124113,1031
-2380.5617273653706,1032
-2379.516696681265,1033
-2378.4736853801237,1034
-2380.921641401363,1035
-2380.7731217158434,1036
-2380.153948865119,1037
-2379.5326072783723,1038
-2378.4945951559894,1039
-2377.4585772932073,1040
-2376.424547948396,1041
-2376.2265865256572,1042
-2376.0349187259667,1043
-2375.0052202391475,1044
-2373.977490583087,1045
-2375.9856140690813,1046
-2375.4011743405313,1047
-2374.3760063954974,1048
-2373.352791151311,1049
-2372.331523034136,1050
-2371.7286059037083,1051
-2370.710819953182,1052
-2370.107280313981,1053
-2370.2938993029043,1054
-2369.280363413413,1055
-2368.2687452834098,1056
-2367.2590394750137,1057
-2366.251240570882,1058
-2365.2453431741174,1059
-2364.2413419081663,1060
-2366.2302698163685,1061
-2374.4088264569746,1062
-2373.8107652504027,1063
-2375.785105170749,1064
-2374.7759258976057,1065
-2373.768638244468,1066
-2374.000445522061,1067
-2373.405555209902,1068
-2372.4023724480235,1069
-2372.593194810621,1070
-2371.5926414572527,1071
-2370.5939530681967,1072
-2369.597124434055,1073
-2368.602150364814,1074
-2367.6090256897537,1075
-2366.6177452573584,1076
-2366.127613353488,1077
-2366.1043424791565,1078
-2365.117208828713,1079
-2364.5371482309665,1080
-2366.4890388337285,1081
-2365.504284411906,1082
-2364.5213468801608,1083
-2363.5402212148333,1084
-2362.9678097158244,1085
-2361.9899184465366,1086
-2361.4132549555334,1087
-2360.4385871364743,1088
-2359.4657076987346,1089
-2358.494611724675,1090
-2357.5252943146706,1091
-2361.621366841599,1092
-2370.014927321483,1093
-2370.314176214906,1094
-2369.337612185513,1095
-2368.3628285827913,1096
-2367.389820542188,1097
-2366.4185832168537,1098
-2365.4491117775656,1099
-2364.481401412645,1100
-2364.3172016752064,1101
-2363.3522722085927,1102
-2365.2663396979137,1103
-2367.176942811689,1104
-2367.915004920225,1105
-2366.950312052185,1106
-2366.382732079813,1107
-2366.2113847361697,1108
-2365.25083393911,1109
-2365.7512126763477,1110
-2364.7928033124304,1111
-2363.836116157612,1112
-2363.3643203198453,1113
-2362.410630346464,1114
-2362.8211192366966,1115
-2362.6994411778614,1116
-2361.7489050050726,1117
-2360.8000677351843,1118
-2359.8529248175637,1119
-2358.9074717178155,1120
-2357.9637039177105,1121
-2357.956079434209,1122
-2357.0148373706556,1123
-2356.075268626326,1124
-2356.450860974693,1125
-2355.513460033278,1126
-2354.57772115027,1127
-2356.4571764729176,1128
-2355.522258617632,1129
-2354.588994021153,1130
-2353.657378302053,1131
-2353.1140546695397,1132
-2352.1853826636584,1133
-2351.258347084219,1134
-2350.332943609673,1135
-2350.1829948374293,1136
-2349.2601626802784,1137
-2348.811519475893,1138
-2349.043524152681,1139
-2348.124117032477,1140
-2347.206320082361,1141
-2346.2901290761647,1142
-2345.375539802497,1143
-2344.462548064678,1144
-2343.9334112013266,1145
-2343.023268732973,1146
-2342.114711878676,1147
-2341.2077364984507,1148
-2340.3023384667126,1149
-2339.7764245253998,1150
-2339.2541113987845,1151
-2339.1126450448637,1152
-2338.2122008117226,1153
-2337.313315789375,1154
-2336.4159859314254,1155
-2335.5202072054694,1156
-2334.6259755930296,1157
-2334.11126094857,1158
-2333.219785723614,1159
-2332.329846201027,1160
-2331.4414384160004,1161
-2331.311085665486,1162
-2330.4250795781445,1163
-2329.9166217438838,1164
-2329.033331330724,1165
-2328.151554697193,1166
-2327.2712879551577,1167
-2326.3925272297897,1168
-2326.7966332985934,1169
-2325.91977878681,1170
-2327.7547301533905,1171
-2330.387879698091,1172
-2329.9049822747224,1173
-2329.0284673961905,1174
-2328.153443189221,1175
-2327.279905854311,1176
-2326.407851604859,1177
-2325.9058772101434,1178
-2325.0364654497957,1179
-2324.5394588767344,1180
-2324.043293262341,1181
-2323.177660723658,1182
-2323.209118825776,1183
-2323.08502101357,1184
-2322.2223860886006,1185
-2321.36120463444,1186
-2320.5014729807076,1187
-2319.6431874693694,1188
-2321.455657715546,1189
-2320.9690461920995,1190
-2320.112528535898,1191
-2319.257446785239,1192
-2318.770684017265,1193
-2317.918156248213,1194
-2317.0670541108816,1195
-2316.2173740322596,1196
-2315.3691124512643,1197
-2314.5222658186944,1198
-2314.038980630708,1199
